group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Means,ParSimd8,10000000,,,105551791.0,ns,184
Means,ParSimd8,10000000,,,112470834.0,ns,186
Means,ParSimd8,10000000,,,110562083.0,ns,188
Means,ParSimd8,10000000,,,112827167.0,ns,190
Means,ParSimd8,10000000,,,114347083.0,ns,192
Means,ParSimd8,10000000,,,115641584.0,ns,194
Means,ParSimd8,10000000,,,115461083.0,ns,196
Means,ParSimd8,10000000,,,117621458.0,ns,198
Means,ParSimd8,10000000,,,121259209.0,ns,200
Means,ParSimd8,100000000,,,52504125.0,ns,14
Means,ParSimd8,100000000,,,52937333.0,ns,14
Means,ParSimd8,100000000,,,51959875.0,ns,14
Means,ParSimd8,100000000,,,51717333.0,ns,14
Means,ParSimd8,100000000,,,52209917.0,ns,14
Means,ParSimd8,100000000,,,52032667.0,ns,14
Means,ParSimd8,100000000,,,51067042.0,ns,14
Means,ParSimd8,100000000,,,52990167.0,ns,14
Means,ParSimd8,100000000,,,52021167.0,ns,14
Means,ParSimd8,100000000,,,52467000.0,ns,14
Means,ParSimd8,100000000,,,52479750.0,ns,14
Means,ParSimd8,100000000,,,52634542.0,ns,14
Means,ParSimd8,100000000,,,51725291.0,ns,14
Means,ParSimd8,100000000,,,51595750.0,ns,14
Means,ParSimd8,100000000,,,51804666.0,ns,14
Means,ParSimd8,100000000,,,52458625.0,ns,14
Means,ParSimd8,100000000,,,52407709.0,ns,14
Means,ParSimd8,100000000,,,52685333.0,ns,14
Means,ParSimd8,100000000,,,52058375.0,ns,14
Means,ParSimd8,100000000,,,52273333.0,ns,14
Means,ParSimd8,100000000,,,53142833.0,ns,14
Means,ParSimd8,100000000,,,51738208.0,ns,14
Means,ParSimd8,100000000,,,51849250.0,ns,14
Means,ParSimd8,100000000,,,52532917.0,ns,14
Means,ParSimd8,100000000,,,52273167.0,ns,14
Means,ParSimd8,100000000,,,51989125.0,ns,14
Means,ParSimd8,100000000,,,51370583.0,ns,14
Means,ParSimd8,100000000,,,52098375.0,ns,14
Means,ParSimd8,100000000,,,52873375.0,ns,14
Means,ParSimd8,100000000,,,52559250.0,ns,14
Means,ParSimd8,100000000,,,82672500.0,ns,14
Means,ParSimd8,100000000,,,90011166.0,ns,14
Means,ParSimd8,100000000,,,57111333.0,ns,14
Means,ParSimd8,100000000,,,55148416.0,ns,14
Means,ParSimd8,100000000,,,53938750.0,ns,14
Means,ParSimd8,100000000,,,53150333.0,ns,14
Means,ParSimd8,100000000,,,53273792.0,ns,14
Means,ParSimd8,100000000,,,54776750.0,ns,14
Means,ParSimd8,100000000,,,53390833.0,ns,14
Means,ParSimd8,100000000,,,53588583.0,ns,14
Means,ParSimd8,100000000,,,52554750.0,ns,14
Means,ParSimd8,100000000,,,52677917.0,ns,14
Means,ParSimd8,100000000,,,52563416.0,ns,14
Means,ParSimd8,100000000,,,52434791.0,ns,14
Means,ParSimd8,100000000,,,52494208.0,ns,14
Means,ParSimd8,100000000,,,53060834.0,ns,14
Means,ParSimd8,100000000,,,53239959.0,ns,14
Means,ParSimd8,100000000,,,53591416.0,ns,14
Means,ParSimd8,100000000,,,53074792.0,ns,14
Means,ParSimd8,100000000,,,53152167.0,ns,14
Means,ParSimd8,100000000,,,52787416.0,ns,14
Means,ParSimd8,100000000,,,52339084.0,ns,14
Means,ParSimd8,100000000,,,52112542.0,ns,14
Means,ParSimd8,100000000,,,52594291.0,ns,14
Means,ParSimd8,100000000,,,52601792.0,ns,14
Means,ParSimd8,100000000,,,52405750.0,ns,14
Means,ParSimd8,100000000,,,51696750.0,ns,14
Means,ParSimd8,100000000,,,52326084.0,ns,14
Means,ParSimd8,100000000,,,51727459.0,ns,14
Means,ParSimd8,100000000,,,52212667.0,ns,14
Means,ParSimd8,100000000,,,52158584.0,ns,14
Means,ParSimd8,100000000,,,52805875.0,ns,14
Means,ParSimd8,100000000,,,52533208.0,ns,14
Means,ParSimd8,100000000,,,52295916.0,ns,14
Means,ParSimd8,100000000,,,53295500.0,ns,14
Means,ParSimd8,100000000,,,52398584.0,ns,14
Means,ParSimd8,100000000,,,52772500.0,ns,14
Means,ParSimd8,100000000,,,51627209.0,ns,14
Means,ParSimd8,100000000,,,51599750.0,ns,14
Means,ParSimd8,100000000,,,52913208.0,ns,14
Means,ParSimd8,100000000,,,51936625.0,ns,14
Means,ParSimd8,100000000,,,52526375.0,ns,14
Means,ParSimd8,100000000,,,52020250.0,ns,14
Means,ParSimd8,100000000,,,52353042.0,ns,14
Means,ParSimd8,100000000,,,52355584.0,ns,14
Means,ParSimd8,100000000,,,51857292.0,ns,14
Means,ParSimd8,100000000,,,52621917.0,ns,14
Means,ParSimd8,100000000,,,52628542.0,ns,14
Means,ParSimd8,100000000,,,52736542.0,ns,14
Means,ParSimd8,100000000,,,52181167.0,ns,14
Means,ParSimd8,100000000,,,52123542.0,ns,14
Means,ParSimd8,100000000,,,51529667.0,ns,14
Means,ParSimd8,100000000,,,52685250.0,ns,14
Means,ParSimd8,100000000,,,52665000.0,ns,14
Means,ParSimd8,100000000,,,51458500.0,ns,14
Means,ParSimd8,100000000,,,51780375.0,ns,14
Means,ParSimd8,100000000,,,52207208.0,ns,14
Means,ParSimd8,100000000,,,52306292.0,ns,14
Means,ParSimd8,100000000,,,52444583.0,ns,14
Means,ParSimd8,100000000,,,51577583.0,ns,14
Means,ParSimd8,100000000,,,52521167.0,ns,14
Means,ParSimd8,100000000,,,51856625.0,ns,14
Means,ParSimd8,100000000,,,52096459.0,ns,14
Means,ParSimd8,100000000,,,52403708.0,ns,14
Means,ParSimd8,100000000,,,52413875.0,ns,14
Means,ParSimd8,100000000,,,52256083.0,ns,14
Means,ParSimd8,100000000,,,51501416.0,ns,14
Means,ParSimd8,100000000,,,51738542.0,ns,14
Means,ParSimd8,100000000,,,53099541.0,ns,14
Means,ParSimd8,100000000,,,51611583.0,ns,14
Means,Seq,10000,,,1068375.0,ns,29
Means,Seq,10000,,,2007125.0,ns,58
Means,Seq,10000,,,2985958.0,ns,87
Means,Seq,10000,,,4089667.0,ns,116
Means,Seq,10000,,,5550750.0,ns,145
Means,Seq,10000,,,6536583.0,ns,174
Means,Seq,10000,,,7751792.0,ns,203
Means,Seq,10000,,,8706625.0,ns,232
Means,Seq,10000,,,9201250.0,ns,261
Means,Seq,10000,,,10103459.0,ns,290
Means,Seq,10000,,,11179292.0,ns,319
Means,Seq,10000,,,12198083.0,ns,348
Means,Seq,10000,,,13096542.0,ns,377
Means,Seq,10000,,,14258041.0,ns,406
Means,Seq,10000,,,15681833.0,ns,435
Means,Seq,10000,,,16123292.0,ns,464
Means,Seq,10000,,,17108834.0,ns,493
Means,Seq,10000,,,18071334.0,ns,522
Means,Seq,10000,,,19979667.0,ns,551
Means,Seq,10000,,,20784750.0,ns,580
Means,Seq,10000,,,21463209.0,ns,609
Means,Seq,10000,,,22679875.0,ns,638
Means,Seq,10000,,,23523958.0,ns,667
Means,Seq,10000,,,24236583.0,ns,696
Means,Seq,10000,,,25087208.0,ns,725
Means,Seq,10000,,,26085458.0,ns,754
Means,Seq,10000,,,26828166.0,ns,783
Means,Seq,10000,,,28041125.0,ns,812
Means,Seq,10000,,,29101291.0,ns,841
Means,Seq,10000,,,30165417.0,ns,870
Means,Seq,10000,,,31149875.0,ns,899
Means,Seq,10000,,,32174708.0,ns,928
Means,Seq,10000,,,33154625.0,ns,957
Means,Seq,10000,,,34598625.0,ns,986
Means,Seq,10000,,,35182375.0,ns,1015
Means,Seq,10000,,,36122125.0,ns,1044
Means,Seq,10000,,,37130833.0,ns,1073
Means,Seq,10000,,,37969166.0,ns,1102
Means,Seq,10000,,,39032958.0,ns,1131
Means,Seq,10000,,,39976708.0,ns,1160
Means,Seq,10000,,,41151042.0,ns,1189
Means,Seq,10000,,,42020584.0,ns,1218
Means,Seq,10000,,,43170417.0,ns,1247
Means,Seq,10000,,,44211542.0,ns,1276
Means,Seq,10000,,,45042208.0,ns,1305
Means,Seq,10000,,,46157125.0,ns,1334
Means,Seq,10000,,,47179542.0,ns,1363
Means,Seq,10000,,,48098417.0,ns,1392
Means,Seq,10000,,,49099000.0,ns,1421
Means,Seq,10000,,,50982541.0,ns,1450
Means,Seq,10000,,,51926083.0,ns,1479
Means,Seq,10000,,,52193583.0,ns,1508
Means,Seq,10000,,,53125375.0,ns,1537
Means,Seq,10000,,,54153917.0,ns,1566
Means,Seq,10000,,,55195750.0,ns,1595
Means,Seq,10000,,,56165125.0,ns,1624
Means,Seq,10000,,,57182958.0,ns,1653
Means,Seq,10000,,,58059417.0,ns,1682
Means,Seq,10000,,,59116750.0,ns,1711
Means,Seq,10000,,,60142541.0,ns,1740
Means,Seq,10000,,,61207875.0,ns,1769
Means,Seq,10000,,,62443208.0,ns,1798
Means,Seq,10000,,,63257458.0,ns,1827
Means,Seq,10000,,,64223792.0,ns,1856
Means,Seq,10000,,,65007459.0,ns,1885
Means,Seq,10000,,,66107334.0,ns,1914
Means,Seq,10000,,,67173667.0,ns,1943
Means,Seq,10000,,,68267375.0,ns,1972
Means,Seq,10000,,,69185208.0,ns,2001
Means,Seq,10000,,,70163875.0,ns,2030
Means,Seq,10000,,,71191625.0,ns,2059
Means,Seq,10000,,,72363583.0,ns,2088
Means,Seq,10000,,,73207458.0,ns,2117
Means,Seq,10000,,,74303708.0,ns,2146
Means,Seq,10000,,,75338750.0,ns,2175
Means,Seq,10000,,,76170208.0,ns,2204
Means,Seq,10000,,,77535292.0,ns,2233
Means,Seq,10000,,,77804375.0,ns,2262
Means,Seq,10000,,,78932708.0,ns,2291
Means,Seq,10000,,,81780708.0,ns,2320
Means,Seq,10000,,,83411709.0,ns,2349
Means,Seq,10000,,,82514334.0,ns,2378
Means,Seq,10000,,,83580709.0,ns,2407
Means,Seq,10000,,,84201834.0,ns,2436
Means,Seq,10000,,,84993917.0,ns,2465
Means,Seq,10000,,,86675750.0,ns,2494
Means,Seq,10000,,,86865875.0,ns,2523
Means,Seq,10000,,,87901416.0,ns,2552
Means,Seq,10000,,,89066042.0,ns,2581
Means,Seq,10000,,,90383959.0,ns,2610
Means,Seq,10000,,,92437459.0,ns,2639
Means,Seq,10000,,,92225792.0,ns,2668
Means,Seq,10000,,,95966666.0,ns,2697
Means,Seq,10000,,,94069208.0,ns,2726
Means,Seq,10000,,,94890208.0,ns,2755
Means,Seq,10000,,,95881625.0,ns,2784
Means,Seq,10000,,,96872041.0,ns,2813
Means,Seq,10000,,,97774416.0,ns,2842
Means,Seq,10000,,,98880167.0,ns,2871
Means,Seq,10000,,,99898042.0,ns,2900
Means,Seq,100000,,,1151333.0,ns,3
Means,Seq,100000,,,2176041.0,ns,6
Means,Seq,100000,,,3256916.0,ns,9
Means,Seq,100000,,,4415125.0,ns,12
Means,Seq,100000,,,5676708.0,ns,15
Means,Seq,100000,,,6850375.0,ns,18
Means,Seq,100000,,,7840542.0,ns,21
Means,Seq,100000,,,8922541.0,ns,24
Means,Seq,100000,,,9971500.0,ns,27
Means,Seq,100000,,,11188416.0,ns,30
Means,Seq,100000,,,12257917.0,ns,33
Means,Seq,100000,,,13424875.0,ns,36
Means,Seq,100000,,,14360208.0,ns,39
Means,Seq,100000,,,15632334.0,ns,42
Means,Seq,100000,,,16877042.0,ns,45
Means,Seq,100000,,,17984209.0,ns,48
Means,Seq,100000,,,18958084.0,ns,51
Means,Seq,100000,,,20076667.0,ns,54
Means,Seq,100000,,,21119750.0,ns,57
Means,Seq,100000,,,22299916.0,ns,60
Means,Seq,100000,,,23359500.0,ns,63
Means,Seq,100000,,,24407250.0,ns,66
Means,Seq,100000,,,25668125.0,ns,69
Means,Seq,100000,,,26684875.0,ns,72
Means,Seq,100000,,,27965792.0,ns,75
Means,Seq,100000,,,28976750.0,ns,78
Means,Seq,100000,,,30113208.0,ns,81
Means,Seq,100000,,,31226625.0,ns,84
Means,Seq,100000,,,32329125.0,ns,87
Means,Seq,100000,,,33329000.0,ns,90
Means,Seq,100000,,,34648708.0,ns,93
Means,Seq,100000,,,36131709.0,ns,96
Means,Seq,100000,,,36913709.0,ns,99
Means,Seq,100000,,,37981334.0,ns,102
Means,Seq,100000,,,38998917.0,ns,105
Means,Seq,100000,,,40207542.0,ns,108
Means,Seq,100000,,,41297917.0,ns,111
Means,Seq,100000,,,42425000.0,ns,114
Means,Seq,100000,,,43432167.0,ns,117
Means,Seq,100000,,,44670167.0,ns,120
Means,Seq,100000,,,45522958.0,ns,123
Means,Seq,100000,,,46821958.0,ns,126
Means,Seq,100000,,,47971500.0,ns,129
Means,Seq,100000,,,48890167.0,ns,132
Means,Seq,100000,,,50087916.0,ns,135
Means,Seq,100000,,,51326083.0,ns,138
Means,Seq,100000,,,52414625.0,ns,141
Means,Seq,100000,,,53592917.0,ns,144
Means,Seq,100000,,,54964000.0,ns,147
Means,Seq,100000,,,55708042.0,ns,150
Means,Seq,100000,,,57467917.0,ns,153
Means,Seq,100000,,,58464916.0,ns,156
Means,Seq,100000,,,60022333.0,ns,159
Means,Seq,100000,,,60811750.0,ns,162
Means,Seq,100000,,,62132416.0,ns,165
Means,Seq,100000,,,63558208.0,ns,168
Means,Seq,100000,,,64955958.0,ns,171
Means,Seq,100000,,,65035500.0,ns,174
Means,Seq,100000,,,67678334.0,ns,177
Means,Seq,100000,,,65688167.0,ns,180
Means,Seq,100000,,,68361292.0,ns,183
Means,Seq,100000,,,70019292.0,ns,186
Means,Seq,100000,,,71505250.0,ns,189
Means,Seq,100000,,,71385667.0,ns,192
Means,Seq,100000,,,72658208.0,ns,195
Means,Seq,100000,,,73678958.0,ns,198
Means,Seq,100000,,,74814500.0,ns,201
Means,Seq,100000,,,75818042.0,ns,204
Means,Seq,100000,,,76771959.0,ns,207
Means,Seq,100000,,,78240875.0,ns,210
Means,Seq,100000,,,79206250.0,ns,213
Means,Seq,100000,,,80400083.0,ns,216
Means,Seq,100000,,,81402041.0,ns,219
Means,Seq,100000,,,82182500.0,ns,222
Means,Seq,100000,,,83356959.0,ns,225
Means,Seq,100000,,,84351667.0,ns,228
Means,Seq,100000,,,85614916.0,ns,231
Means,Seq,100000,,,86721792.0,ns,234
Means,Seq,100000,,,87646750.0,ns,237
Means,Seq,100000,,,89223958.0,ns,240
Means,Seq,100000,,,90383791.0,ns,243
Means,Seq,100000,,,91015583.0,ns,246
Means,Seq,100000,,,92200958.0,ns,249
Means,Seq,100000,,,93224917.0,ns,252
Means,Seq,100000,,,94713459.0,ns,255
Means,Seq,100000,,,95523917.0,ns,258
Means,Seq,100000,,,96763958.0,ns,261
Means,Seq,100000,,,98457875.0,ns,264
Means,Seq,100000,,,92952167.0,ns,267
Means,Seq,100000,,,97339958.0,ns,270
Means,Seq,100000,,,100336208.0,ns,273
Means,Seq,100000,,,98803584.0,ns,276
Means,Seq,100000,,,100199292.0,ns,279
Means,Seq,100000,,,101429750.0,ns,282
Means,Seq,100000,,,102455292.0,ns,285
Means,Seq,100000,,,102658916.0,ns,288
Means,Seq,100000,,,101567708.0,ns,291
Means,Seq,100000,,,105013583.0,ns,294
Means,Seq,100000,,,105145750.0,ns,297
Means,Seq,100000,,,104907584.0,ns,300
Means,Seq,1000000,,,51859000.0,ns,14
Means,Seq,1000000,,,51899833.0,ns,14
Means,Seq,1000000,,,51874333.0,ns,14
Means,Seq,1000000,,,51862583.0,ns,14
Means,Seq,1000000,,,51890958.0,ns,14
Means,Seq,1000000,,,51952333.0,ns,14
Means,Seq,1000000,,,51837416.0,ns,14
Means,Seq,1000000,,,51885792.0,ns,14
Means,Seq,1000000,,,51692459.0,ns,14
Means,Seq,1000000,,,51773334.0,ns,14
Means,Seq,1000000,,,51859500.0,ns,14
Means,Seq,1000000,,,51544334.0,ns,14
Means,Seq,1000000,,,51680209.0,ns,14
Means,Seq,1000000,,,51841167.0,ns,14
Means,Seq,1000000,,,51873959.0,ns,14
Means,Seq,1000000,,,51713750.0,ns,14
Means,Seq,1000000,,,51802458.0,ns,14
Means,Seq,1000000,,,51872208.0,ns,14
Means,Seq,1000000,,,51843750.0,ns,14
Means,Seq,1000000,,,51662125.0,ns,14
Means,Seq,1000000,,,51682875.0,ns,14
Means,Seq,1000000,,,51735625.0,ns,14
Means,Seq,1000000,,,51835125.0,ns,14
Means,Seq,1000000,,,51814500.0,ns,14
Means,Seq,1000000,,,51840292.0,ns,14
Means,Seq,1000000,,,51649292.0,ns,14
Means,Seq,1000000,,,51893875.0,ns,14
Means,Seq,1000000,,,51913667.0,ns,14
Means,Seq,1000000,,,51798084.0,ns,14
Means,Seq,1000000,,,51875000.0,ns,14
Means,Seq,1000000,,,51899541.0,ns,14
Means,Seq,1000000,,,51696583.0,ns,14
Means,Seq,1000000,,,51784708.0,ns,14
Means,Seq,1000000,,,51777583.0,ns,14
Means,Seq,1000000,,,51795000.0,ns,14
Means,Seq,1000000,,,52080542.0,ns,14
Means,Seq,1000000,,,51902584.0,ns,14
Means,Seq,1000000,,,51745959.0,ns,14
Means,Seq,1000000,,,51767792.0,ns,14
Means,Seq,1000000,,,51897708.0,ns,14
Means,Seq,1000000,,,51867708.0,ns,14
Means,Seq,1000000,,,51592167.0,ns,14
Means,Seq,1000000,,,51730583.0,ns,14
Means,Seq,1000000,,,51792417.0,ns,14
Means,Seq,1000000,,,51851041.0,ns,14
Means,Seq,1000000,,,51765042.0,ns,14
Means,Seq,1000000,,,51857292.0,ns,14
Means,Seq,1000000,,,51596750.0,ns,14
Means,Seq,1000000,,,51908625.0,ns,14
Means,Seq,1000000,,,51467458.0,ns,14
Means,Seq,1000000,,,51840458.0,ns,14
Means,Seq,1000000,,,51840708.0,ns,14
Means,Seq,1000000,,,51875000.0,ns,14
Means,Seq,1000000,,,51845750.0,ns,14
Means,Seq,1000000,,,51850708.0,ns,14
Means,Seq,1000000,,,51751250.0,ns,14
Means,Seq,1000000,,,51840834.0,ns,14
Means,Seq,1000000,,,51820125.0,ns,14
Means,Seq,1000000,,,51868708.0,ns,14
Means,Seq,1000000,,,51642583.0,ns,14
Means,Seq,1000000,,,51846792.0,ns,14
Means,Seq,1000000,,,51757959.0,ns,14
Means,Seq,1000000,,,51879167.0,ns,14
Means,Seq,1000000,,,51862416.0,ns,14
Means,Seq,1000000,,,51752166.0,ns,14
Means,Seq,1000000,,,51845875.0,ns,14
Means,Seq,1000000,,,51760334.0,ns,14
Means,Seq,1000000,,,51747917.0,ns,14
Means,Seq,1000000,,,51885084.0,ns,14
Means,Seq,1000000,,,50799250.0,ns,14
Means,Seq,1000000,,,51872625.0,ns,14
Means,Seq,1000000,,,51786958.0,ns,14
Means,Seq,1000000,,,51842083.0,ns,14
Means,Seq,1000000,,,51885292.0,ns,14
Means,Seq,1000000,,,51868959.0,ns,14
Means,Seq,1000000,,,51870334.0,ns,14
Means,Seq,1000000,,,51745875.0,ns,14
Means,Seq,1000000,,,51575875.0,ns,14
Means,Seq,1000000,,,51865166.0,ns,14
Means,Seq,1000000,,,51647917.0,ns,14
Means,Seq,1000000,,,51728834.0,ns,14
Means,Seq,1000000,,,51875292.0,ns,14
Means,Seq,1000000,,,51883916.0,ns,14
Means,Seq,1000000,,,51855083.0,ns,14
Means,Seq,1000000,,,51887833.0,ns,14
Means,Seq,1000000,,,51713000.0,ns,14
Means,Seq,1000000,,,51696834.0,ns,14
Means,Seq,1000000,,,51888375.0,ns,14
Means,Seq,1000000,,,51891875.0,ns,14
Means,Seq,1000000,,,51878375.0,ns,14
Means,Seq,1000000,,,51822834.0,ns,14
Means,Seq,1000000,,,51634250.0,ns,14
Means,Seq,1000000,,,51872583.0,ns,14
Means,Seq,1000000,,,51753709.0,ns,14
Means,Seq,1000000,,,51783167.0,ns,14
Means,Seq,1000000,,,51840958.0,ns,14
Means,Seq,1000000,,,51632625.0,ns,14
Means,Seq,1000000,,,51917917.0,ns,14
Means,Seq,1000000,,,51874709.0,ns,14
Means,Seq,1000000,,,51830834.0,ns,14
Means,Seq,10000000,,,74144833.0,ns,2
Means,Seq,10000000,,,74161375.0,ns,2
Means,Seq,10000000,,,74115166.0,ns,2
Means,Seq,10000000,,,73981750.0,ns,2
Means,Seq,10000000,,,73946792.0,ns,2
Means,Seq,10000000,,,74113000.0,ns,2
Means,Seq,10000000,,,73973000.0,ns,2
Means,Seq,10000000,,,74062000.0,ns,2
Means,Seq,10000000,,,74096334.0,ns,2
Means,Seq,10000000,,,73997250.0,ns,2
Means,Seq,10000000,,,73952958.0,ns,2
Means,Seq,10000000,,,74056958.0,ns,2
Means,Seq,10000000,,,74097458.0,ns,2
Means,Seq,10000000,,,73990708.0,ns,2
Means,Seq,10000000,,,74107875.0,ns,2
Means,Seq,10000000,,,73931334.0,ns,2
Means,Seq,10000000,,,74134917.0,ns,2
Means,Seq,10000000,,,74082291.0,ns,2
Means,Seq,10000000,,,74020792.0,ns,2
Means,Seq,10000000,,,74064875.0,ns,2
Means,Seq,10000000,,,73007792.0,ns,2
Means,Seq,10000000,,,69798875.0,ns,2
Means,Seq,10000000,,,73533417.0,ns,2
Means,Seq,10000000,,,74115708.0,ns,2
Means,Seq,10000000,,,74151750.0,ns,2
Means,Seq,10000000,,,74099750.0,ns,2
Means,Seq,10000000,,,74124292.0,ns,2
Means,Seq,10000000,,,74111500.0,ns,2
Means,Seq,10000000,,,74108916.0,ns,2
Means,Seq,10000000,,,74155708.0,ns,2
Means,Seq,10000000,,,74152667.0,ns,2
Means,Seq,10000000,,,73894333.0,ns,2
Means,Seq,10000000,,,73857541.0,ns,2
Means,Seq,10000000,,,73972458.0,ns,2
Means,Seq,10000000,,,74281708.0,ns,2
Means,Seq,10000000,,,74159459.0,ns,2
Means,Seq,10000000,,,73712042.0,ns,2
Means,Seq,10000000,,,69026500.0,ns,2
Means,Seq,10000000,,,69160542.0,ns,2
Means,Seq,10000000,,,69099125.0,ns,2
Means,Seq,10000000,,,69019916.0,ns,2
Means,Seq,10000000,,,69099625.0,ns,2
Means,Seq,10000000,,,69101375.0,ns,2
Means,Seq,10000000,,,68962083.0,ns,2
Means,Seq,10000000,,,69113458.0,ns,2
Means,Seq,10000000,,,69118458.0,ns,2
Means,Seq,10000000,,,69168375.0,ns,2
Means,Seq,10000000,,,69103625.0,ns,2
Means,Seq,10000000,,,69022042.0,ns,2
Means,Seq,10000000,,,69130000.0,ns,2
Means,Seq,10000000,,,68977083.0,ns,2
Means,Seq,10000000,,,69041875.0,ns,2
Means,Seq,10000000,,,68973291.0,ns,2
Means,Seq,10000000,,,69030958.0,ns,2
Means,Seq,10000000,,,69121875.0,ns,2
Means,Seq,10000000,,,69096250.0,ns,2
Means,Seq,10000000,,,69133959.0,ns,2
Means,Seq,10000000,,,69141709.0,ns,2
Means,Seq,10000000,,,69118792.0,ns,2
Means,Seq,10000000,,,69096250.0,ns,2
Means,Seq,10000000,,,69068834.0,ns,2
Means,Seq,10000000,,,69139125.0,ns,2
Means,Seq,10000000,,,69109375.0,ns,2
Means,Seq,10000000,,,68959583.0,ns,2
Means,Seq,10000000,,,68882292.0,ns,2
Means,Seq,10000000,,,69072291.0,ns,2
Means,Seq,10000000,,,69039167.0,ns,2
Means,Seq,10000000,,,69007959.0,ns,2
Means,Seq,10000000,,,69094334.0,ns,2
Means,Seq,10000000,,,69059542.0,ns,2
Means,Seq,10000000,,,69007334.0,ns,2
Means,Seq,10000000,,,69039917.0,ns,2
Means,Seq,10000000,,,69154834.0,ns,2
Means,Seq,10000000,,,68984375.0,ns,2
Means,Seq,10000000,,,69145417.0,ns,2
Means,Seq,10000000,,,71719042.0,ns,2
Means,Seq,10000000,,,72825041.0,ns,2
Means,Seq,10000000,,,69361333.0,ns,2
Means,Seq,10000000,,,69117250.0,ns,2
Means,Seq,10000000,,,69034500.0,ns,2
Means,Seq,10000000,,,68997333.0,ns,2
Means,Seq,10000000,,,69247167.0,ns,2
Means,Seq,10000000,,,68964125.0,ns,2
Means,Seq,10000000,,,68940625.0,ns,2
Means,Seq,10000000,,,69101125.0,ns,2
Means,Seq,10000000,,,69139834.0,ns,2
Means,Seq,10000000,,,69153708.0,ns,2
Means,Seq,10000000,,,69115708.0,ns,2
Means,Seq,10000000,,,69028375.0,ns,2
Means,Seq,10000000,,,69010083.0,ns,2
Means,Seq,10000000,,,68953208.0,ns,2
Means,Seq,10000000,,,68930209.0,ns,2
Means,Seq,10000000,,,69090209.0,ns,2
Means,Seq,10000000,,,68891959.0,ns,2
Means,Seq,10000000,,,69106083.0,ns,2
Means,Seq,10000000,,,69186333.0,ns,2
Means,Seq,10000000,,,69121583.0,ns,2
Means,Seq,10000000,,,69093792.0,ns,2
Means,Seq,10000000,,,69039667.0,ns,2
Means,Seq,10000000,,,68888750.0,ns,2
Means,Seq,100000000,,,370824542.0,ns,1
Means,Seq,100000000,,,370615917.0,ns,1
Means,Seq,100000000,,,370620625.0,ns,1
Means,Seq,100000000,,,371135667.0,ns,1
Means,Seq,100000000,,,371841625.0,ns,1
Means,Seq,100000000,,,370912250.0,ns,1
Means,Seq,100000000,,,370936000.0,ns,1
Means,Seq,100000000,,,370616708.0,ns,1
Means,Seq,100000000,,,370687208.0,ns,1
Means,Seq,100000000,,,370567500.0,ns,1
Means,Seq,100000000,,,370826125.0,ns,1
Means,Seq,100000000,,,371198042.0,ns,1
Means,Seq,100000000,,,370758292.0,ns,1
Means,Seq,100000000,,,371162250.0,ns,1
Means,Seq,100000000,,,370688583.0,ns,1
Means,Seq,100000000,,,370265167.0,ns,1
Means,Seq,100000000,,,370639875.0,ns,1
Means,Seq,100000000,,,370546375.0,ns,1
Means,Seq,100000000,,,370446333.0,ns,1
Means,Seq,100000000,,,370415625.0,ns,1
Means,Seq,100000000,,,370549959.0,ns,1
Means,Seq,100000000,,,370633125.0,ns,1
Means,Seq,100000000,,,370615125.0,ns,1
Means,Seq,100000000,,,373531041.0,ns,1
Means,Seq,100000000,,,371073250.0,ns,1
Means,Seq,100000000,,,370974166.0,ns,1
Means,Seq,100000000,,,370626833.0,ns,1
Means,Seq,100000000,,,370711625.0,ns,1
Means,Seq,100000000,,,370587208.0,ns,1
Means,Seq,100000000,,,371300042.0,ns,1
Means,Seq,100000000,,,370677208.0,ns,1
Means,Seq,100000000,,,370605875.0,ns,1
Means,Seq,100000000,,,370579875.0,ns,1
Means,Seq,100000000,,,370699917.0,ns,1
Means,Seq,100000000,,,370583916.0,ns,1
Means,Seq,100000000,,,370352792.0,ns,1
Means,Seq,100000000,,,370930334.0,ns,1
Means,Seq,100000000,,,370591042.0,ns,1
Means,Seq,100000000,,,370396541.0,ns,1
Means,Seq,100000000,,,370725292.0,ns,1
Means,Seq,100000000,,,370581250.0,ns,1
Means,Seq,100000000,,,372169125.0,ns,1
Means,Seq,100000000,,,367082750.0,ns,1
Means,Seq,100000000,,,370865916.0,ns,1
Means,Seq,100000000,,,370817458.0,ns,1
Means,Seq,100000000,,,370700000.0,ns,1
Means,Seq,100000000,,,367961250.0,ns,1
Means,Seq,100000000,,,362228292.0,ns,1
Means,Seq,100000000,,,360805833.0,ns,1
Means,Seq,100000000,,,359032042.0,ns,1
Means,Seq,100000000,,,355077750.0,ns,1
Means,Seq,100000000,,,354243416.0,ns,1
Means,Seq,100000000,,,350497833.0,ns,1
Means,Seq,100000000,,,348046791.0,ns,1
Means,Seq,100000000,,,345336875.0,ns,1
Means,Seq,100000000,,,345647334.0,ns,1
Means,Seq,100000000,,,345418500.0,ns,1
Means,Seq,100000000,,,345577083.0,ns,1
Means,Seq,100000000,,,345416750.0,ns,1
Means,Seq,100000000,,,345524584.0,ns,1
Means,Seq,100000000,,,346019542.0,ns,1
Means,Seq,100000000,,,346099042.0,ns,1
Means,Seq,100000000,,,345798708.0,ns,1
Means,Seq,100000000,,,345580125.0,ns,1
