group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Means,ParSimd32,10000000,,,48784833.0,ns,111
Means,ParSimd32,10000000,,,54254417.0,ns,114
Means,ParSimd32,10000000,,,56953708.0,ns,117
Means,ParSimd32,10000000,,,53210791.0,ns,120
Means,ParSimd32,10000000,,,55960875.0,ns,123
Means,ParSimd32,10000000,,,56940666.0,ns,126
Means,ParSimd32,10000000,,,59648666.0,ns,129
Means,ParSimd32,10000000,,,61140042.0,ns,132
Means,ParSimd32,10000000,,,62901000.0,ns,135
Means,ParSimd32,10000000,,,61456541.0,ns,138
Means,ParSimd32,10000000,,,63361333.0,ns,141
Means,ParSimd32,10000000,,,64231000.0,ns,144
Means,ParSimd32,10000000,,,66496292.0,ns,147
Means,ParSimd32,10000000,,,68240250.0,ns,150
Means,ParSimd32,10000000,,,70690416.0,ns,153
Means,ParSimd32,10000000,,,70741166.0,ns,156
Means,ParSimd32,10000000,,,70854000.0,ns,159
Means,ParSimd32,10000000,,,73910291.0,ns,162
Means,ParSimd32,10000000,,,76334833.0,ns,165
Means,ParSimd32,10000000,,,77269166.0,ns,168
Means,ParSimd32,10000000,,,79985333.0,ns,171
Means,ParSimd32,10000000,,,82384333.0,ns,174
Means,ParSimd32,10000000,,,82453209.0,ns,177
Means,ParSimd32,10000000,,,82548875.0,ns,180
Means,ParSimd32,10000000,,,84221875.0,ns,183
Means,ParSimd32,10000000,,,86369792.0,ns,186
Means,ParSimd32,10000000,,,85082458.0,ns,189
Means,ParSimd32,10000000,,,84669333.0,ns,192
Means,ParSimd32,10000000,,,91949166.0,ns,195
Means,ParSimd32,10000000,,,88518375.0,ns,198
Means,ParSimd32,10000000,,,89603125.0,ns,201
Means,ParSimd32,10000000,,,91713375.0,ns,204
Means,ParSimd32,10000000,,,92384125.0,ns,207
Means,ParSimd32,10000000,,,97521583.0,ns,210
Means,ParSimd32,10000000,,,97268167.0,ns,213
Means,ParSimd32,10000000,,,101245625.0,ns,216
Means,ParSimd32,10000000,,,100536750.0,ns,219
Means,ParSimd32,10000000,,,100571708.0,ns,222
Means,ParSimd32,10000000,,,101609458.0,ns,225
Means,ParSimd32,10000000,,,106331167.0,ns,228
Means,ParSimd32,10000000,,,105811500.0,ns,231
Means,ParSimd32,10000000,,,103160958.0,ns,234
Means,ParSimd32,10000000,,,108666292.0,ns,237
Means,ParSimd32,10000000,,,107200833.0,ns,240
Means,ParSimd32,10000000,,,110024042.0,ns,243
Means,ParSimd32,10000000,,,111771750.0,ns,246
Means,ParSimd32,10000000,,,112021958.0,ns,249
Means,ParSimd32,10000000,,,114963417.0,ns,252
Means,ParSimd32,10000000,,,115199125.0,ns,255
Means,ParSimd32,10000000,,,114353042.0,ns,258
Means,ParSimd32,10000000,,,117645625.0,ns,261
Means,ParSimd32,10000000,,,120090583.0,ns,264
Means,ParSimd32,10000000,,,119718917.0,ns,267
Means,ParSimd32,10000000,,,121231250.0,ns,270
Means,ParSimd32,10000000,,,122764708.0,ns,273
Means,ParSimd32,10000000,,,128299250.0,ns,276
Means,ParSimd32,10000000,,,124207125.0,ns,279
Means,ParSimd32,10000000,,,140207583.0,ns,282
Means,ParSimd32,10000000,,,130358750.0,ns,285
Means,ParSimd32,10000000,,,131814917.0,ns,288
Means,ParSimd32,10000000,,,132012292.0,ns,291
Means,ParSimd32,10000000,,,134807708.0,ns,294
Means,ParSimd32,10000000,,,137167291.0,ns,297
Means,ParSimd32,10000000,,,137364750.0,ns,300
Means,ParSimd32,100000000,,,53855584.0,ns,14
Means,ParSimd32,100000000,,,52160542.0,ns,14
Means,ParSimd32,100000000,,,49903917.0,ns,14
Means,ParSimd32,100000000,,,49669583.0,ns,14
Means,ParSimd32,100000000,,,50013584.0,ns,14
Means,ParSimd32,100000000,,,50928459.0,ns,14
Means,ParSimd32,100000000,,,49965792.0,ns,14
Means,ParSimd32,100000000,,,50485958.0,ns,14
Means,ParSimd32,100000000,,,49424167.0,ns,14
Means,ParSimd32,100000000,,,50364042.0,ns,14
Means,ParSimd32,100000000,,,50583250.0,ns,14
Means,ParSimd32,100000000,,,51764375.0,ns,14
Means,ParSimd32,100000000,,,51686792.0,ns,14
Means,ParSimd32,100000000,,,50588500.0,ns,14
Means,ParSimd32,100000000,,,50963541.0,ns,14
Means,ParSimd32,100000000,,,49715666.0,ns,14
Means,ParSimd32,100000000,,,52788542.0,ns,14
Means,ParSimd32,100000000,,,48181709.0,ns,14
Means,ParSimd32,100000000,,,49432375.0,ns,14
Means,ParSimd32,100000000,,,49144583.0,ns,14
Means,ParSimd32,100000000,,,49827292.0,ns,14
Means,ParSimd32,100000000,,,50176625.0,ns,14
Means,ParSimd32,100000000,,,48979083.0,ns,14
Means,ParSimd32,100000000,,,51168791.0,ns,14
Means,ParSimd32,100000000,,,50213583.0,ns,14
Means,ParSimd32,100000000,,,49629875.0,ns,14
Means,ParSimd32,100000000,,,49817417.0,ns,14
Means,ParSimd32,100000000,,,47685542.0,ns,14
Means,ParSimd32,100000000,,,49086875.0,ns,14
Means,ParSimd32,100000000,,,48469542.0,ns,14
Means,ParSimd32,100000000,,,49777000.0,ns,14
Means,ParSimd32,100000000,,,50119375.0,ns,14
Means,ParSimd32,100000000,,,50004333.0,ns,14
Means,ParSimd32,100000000,,,50475750.0,ns,14
Means,ParSimd32,100000000,,,51228292.0,ns,14
Means,ParSimd32,100000000,,,49780292.0,ns,14
Means,ParSimd32,100000000,,,49810667.0,ns,14
Means,ParSimd32,100000000,,,48105167.0,ns,14
Means,ParSimd32,100000000,,,48382250.0,ns,14
Means,ParSimd32,100000000,,,51632958.0,ns,14
Means,ParSimd32,100000000,,,51635333.0,ns,14
Means,ParSimd32,100000000,,,51526459.0,ns,14
Means,ParSimd32,100000000,,,49585709.0,ns,14
Means,ParSimd32,100000000,,,49949208.0,ns,14
Means,ParSimd32,100000000,,,49651208.0,ns,14
Means,ParSimd32,100000000,,,51235208.0,ns,14
Means,ParSimd32,100000000,,,49977459.0,ns,14
Means,ParSimd32,100000000,,,49787375.0,ns,14
Means,ParSimd32,100000000,,,49530833.0,ns,14
Means,ParSimd32,100000000,,,50206625.0,ns,14
Means,ParSimd32,100000000,,,49870333.0,ns,14
Means,ParSimd32,100000000,,,49478334.0,ns,14
Means,ParSimd32,100000000,,,49765834.0,ns,14
Means,ParSimd32,100000000,,,49558458.0,ns,14
Means,ParSimd32,100000000,,,51238875.0,ns,14
Means,ParSimd32,100000000,,,49577459.0,ns,14
Means,ParSimd32,100000000,,,51921458.0,ns,14
Means,ParSimd32,100000000,,,49621292.0,ns,14
Means,ParSimd32,100000000,,,50531125.0,ns,14
Means,ParSimd32,100000000,,,52062625.0,ns,14
Means,ParSimd32,100000000,,,50156250.0,ns,14
Means,ParSimd32,100000000,,,49327375.0,ns,14
Means,ParSimd32,100000000,,,50391875.0,ns,14
Means,ParSimd32,100000000,,,49735875.0,ns,14
Means,ParSimd32,100000000,,,50809375.0,ns,14
Means,ParSimd32,100000000,,,50662459.0,ns,14
Means,ParSimd32,100000000,,,50249584.0,ns,14
Means,ParSimd32,100000000,,,51007500.0,ns,14
Means,ParSimd32,100000000,,,47696334.0,ns,14
Means,ParSimd32,100000000,,,46481959.0,ns,14
Means,ParSimd32,100000000,,,50368834.0,ns,14
Means,ParSimd32,100000000,,,51964291.0,ns,14
Means,ParSimd32,100000000,,,48030500.0,ns,14
Means,ParSimd32,100000000,,,48742750.0,ns,14
Means,ParSimd32,100000000,,,48955875.0,ns,14
Means,ParSimd32,100000000,,,51309750.0,ns,14
Means,ParSimd32,100000000,,,48236333.0,ns,14
Means,ParSimd32,100000000,,,49025917.0,ns,14
Means,ParSimd32,100000000,,,48210916.0,ns,14
Means,ParSimd32,100000000,,,50495208.0,ns,14
Means,ParSimd32,100000000,,,50536916.0,ns,14
Means,ParSimd32,100000000,,,51396917.0,ns,14
Means,ParSimd32,100000000,,,48691916.0,ns,14
Means,ParSimd32,100000000,,,48002250.0,ns,14
Means,ParSimd32,100000000,,,51157750.0,ns,14
Means,ParSimd32,100000000,,,49690042.0,ns,14
Means,ParSimd32,100000000,,,51357042.0,ns,14
Means,ParSimd32,100000000,,,50204333.0,ns,14
Means,ParSimd32,100000000,,,50200958.0,ns,14
Means,ParSimd32,100000000,,,45684834.0,ns,14
Means,ParSimd32,100000000,,,47687417.0,ns,14
Means,ParSimd32,100000000,,,49724209.0,ns,14
Means,ParSimd32,100000000,,,50800375.0,ns,14
Means,ParSimd32,100000000,,,49354625.0,ns,14
Means,ParSimd32,100000000,,,49448916.0,ns,14
Means,ParSimd32,100000000,,,47202416.0,ns,14
Means,ParSimd32,100000000,,,47230875.0,ns,14
Means,ParSimd32,100000000,,,49165333.0,ns,14
Means,ParSimd32,100000000,,,49967416.0,ns,14
Means,ParSimd32,100000000,,,50008167.0,ns,14
Means,ParSimd64,10000,,,930750.0,ns,15
Means,ParSimd64,10000,,,1770417.0,ns,30
Means,ParSimd64,10000,,,3056209.0,ns,45
Means,ParSimd64,10000,,,3675459.0,ns,60
Means,ParSimd64,10000,,,5036792.0,ns,75
Means,ParSimd64,10000,,,6138667.0,ns,90
Means,ParSimd64,10000,,,7037333.0,ns,105
Means,ParSimd64,10000,,,8210125.0,ns,120
Means,ParSimd64,10000,,,9796792.0,ns,135
Means,ParSimd64,10000,,,10943750.0,ns,150
Means,ParSimd64,10000,,,11883375.0,ns,165
Means,ParSimd64,10000,,,12966000.0,ns,180
Means,ParSimd64,10000,,,14075625.0,ns,195
Means,ParSimd64,10000,,,14842083.0,ns,210
Means,ParSimd64,10000,,,15669958.0,ns,225
Means,ParSimd64,10000,,,15946834.0,ns,240
Means,ParSimd64,10000,,,17927625.0,ns,255
Means,ParSimd64,10000,,,19270667.0,ns,270
Means,ParSimd64,10000,,,20774208.0,ns,285
Means,ParSimd64,10000,,,20233375.0,ns,300
Means,ParSimd64,10000,,,22503416.0,ns,315
Means,ParSimd64,10000,,,23362417.0,ns,330
Means,ParSimd64,10000,,,24891083.0,ns,345
Means,ParSimd64,10000,,,25389042.0,ns,360
Means,ParSimd64,10000,,,25501458.0,ns,375
Means,ParSimd64,10000,,,26639166.0,ns,390
Means,ParSimd64,10000,,,27772292.0,ns,405
Means,ParSimd64,10000,,,30193917.0,ns,420
Means,ParSimd64,10000,,,29842625.0,ns,435
Means,ParSimd64,10000,,,32263125.0,ns,450
Means,ParSimd64,10000,,,32837209.0,ns,465
Means,ParSimd64,10000,,,33651333.0,ns,480
Means,ParSimd64,10000,,,35565833.0,ns,495
Means,ParSimd64,10000,,,35766584.0,ns,510
Means,ParSimd64,10000,,,36734375.0,ns,525
Means,ParSimd64,10000,,,38947917.0,ns,540
Means,ParSimd64,10000,,,38444833.0,ns,555
Means,ParSimd64,10000,,,38332583.0,ns,570
Means,ParSimd64,10000,,,40345708.0,ns,585
Means,ParSimd64,10000,,,41789042.0,ns,600
Means,ParSimd64,10000,,,42719625.0,ns,615
Means,ParSimd64,10000,,,43830458.0,ns,630
Means,ParSimd64,10000,,,44553583.0,ns,645
Means,ParSimd64,10000,,,43575375.0,ns,660
Means,ParSimd64,10000,,,47056458.0,ns,675
Means,ParSimd64,10000,,,48302666.0,ns,690
Means,ParSimd64,10000,,,48822041.0,ns,705
Means,ParSimd64,10000,,,51100292.0,ns,720
Means,ParSimd64,10000,,,51819667.0,ns,735
Means,ParSimd64,10000,,,52070500.0,ns,750
Means,ParSimd64,10000,,,53633041.0,ns,765
Means,ParSimd64,10000,,,54254250.0,ns,780
Means,ParSimd64,10000,,,54092167.0,ns,795
Means,ParSimd64,10000,,,57238208.0,ns,810
Means,ParSimd64,10000,,,57795375.0,ns,825
Means,ParSimd64,10000,,,59001875.0,ns,840
Means,ParSimd64,10000,,,59085084.0,ns,855
Means,ParSimd64,10000,,,61174625.0,ns,870
Means,ParSimd64,10000,,,62202666.0,ns,885
Means,ParSimd64,10000,,,64052125.0,ns,900
Means,ParSimd64,10000,,,62510833.0,ns,915
Means,ParSimd64,10000,,,66189084.0,ns,930
Means,ParSimd64,10000,,,66539750.0,ns,945
Means,ParSimd64,10000,,,68936000.0,ns,960
Means,ParSimd64,10000,,,68037667.0,ns,975
Means,ParSimd64,10000,,,71377209.0,ns,990
Means,ParSimd64,10000,,,70721584.0,ns,1005
Means,ParSimd64,10000,,,73107333.0,ns,1020
Means,ParSimd64,10000,,,70700417.0,ns,1035
Means,ParSimd64,10000,,,73566750.0,ns,1050
Means,ParSimd64,10000,,,71494166.0,ns,1065
Means,ParSimd64,10000,,,76577125.0,ns,1080
Means,ParSimd64,10000,,,76478667.0,ns,1095
Means,ParSimd64,10000,,,78614000.0,ns,1110
Means,ParSimd64,10000,,,79934250.0,ns,1125
Means,ParSimd64,10000,,,77452750.0,ns,1140
Means,ParSimd64,10000,,,79962917.0,ns,1155
Means,ParSimd64,10000,,,82354292.0,ns,1170
Means,ParSimd64,10000,,,83328834.0,ns,1185
Means,ParSimd64,10000,,,83216083.0,ns,1200
Means,ParSimd64,10000,,,83669250.0,ns,1215
Means,ParSimd64,10000,,,86511833.0,ns,1230
Means,ParSimd64,10000,,,84806292.0,ns,1245
Means,ParSimd64,10000,,,87191792.0,ns,1260
Means,ParSimd64,10000,,,88079458.0,ns,1275
Means,ParSimd64,10000,,,88405667.0,ns,1290
Means,ParSimd64,10000,,,89913667.0,ns,1305
Means,ParSimd64,10000,,,92679708.0,ns,1320
Means,ParSimd64,10000,,,93931125.0,ns,1335
Means,ParSimd64,10000,,,95075375.0,ns,1350
Means,ParSimd64,10000,,,95284917.0,ns,1365
Means,ParSimd64,10000,,,97840500.0,ns,1380
Means,ParSimd64,10000,,,97954416.0,ns,1395
Means,ParSimd64,10000,,,99901625.0,ns,1410
Means,ParSimd64,10000,,,99056583.0,ns,1425
Means,ParSimd64,10000,,,100844792.0,ns,1440
Means,ParSimd64,10000,,,104392792.0,ns,1455
Means,ParSimd64,10000,,,103128042.0,ns,1470
Means,ParSimd64,10000,,,104437000.0,ns,1485
Means,ParSimd64,10000,,,106934958.0,ns,1500
Means,ParSimd64,100000,,,1145625.0,ns,10
Means,ParSimd64,100000,,,1936750.0,ns,20
Means,ParSimd64,100000,,,3384750.0,ns,30
Means,ParSimd64,100000,,,4478833.0,ns,40
Means,ParSimd64,100000,,,5322250.0,ns,50
Means,ParSimd64,100000,,,5897958.0,ns,60
Means,ParSimd64,100000,,,7292000.0,ns,70
Means,ParSimd64,100000,,,9021500.0,ns,80
Means,ParSimd64,100000,,,9167917.0,ns,90
Means,ParSimd64,100000,,,10485625.0,ns,100
Means,ParSimd64,100000,,,12318500.0,ns,110
Means,ParSimd64,100000,,,13119458.0,ns,120
Means,ParSimd64,100000,,,13600250.0,ns,130
Means,ParSimd64,100000,,,15504333.0,ns,140
Means,ParSimd64,100000,,,16793416.0,ns,150
Means,ParSimd64,100000,,,16337208.0,ns,160
Means,ParSimd64,100000,,,17252041.0,ns,170
Means,ParSimd64,100000,,,19834917.0,ns,180
Means,ParSimd64,100000,,,20821083.0,ns,190
Means,ParSimd64,100000,,,23290166.0,ns,200
Means,ParSimd64,100000,,,22284458.0,ns,210
Means,ParSimd64,100000,,,23421250.0,ns,220
Means,ParSimd64,100000,,,24917125.0,ns,230
Means,ParSimd64,100000,,,25924041.0,ns,240
Means,ParSimd64,100000,,,28522000.0,ns,250
Means,ParSimd64,100000,,,29428375.0,ns,260
Means,ParSimd64,100000,,,29891500.0,ns,270
Means,ParSimd64,100000,,,30548542.0,ns,280
Means,ParSimd64,100000,,,31629167.0,ns,290
Means,ParSimd64,100000,,,32459709.0,ns,300
Means,ParSimd64,100000,,,32296167.0,ns,310
Means,ParSimd64,100000,,,35451250.0,ns,320
Means,ParSimd64,100000,,,36592167.0,ns,330
Means,ParSimd64,100000,,,37471333.0,ns,340
Means,ParSimd64,100000,,,39352875.0,ns,350
Means,ParSimd64,100000,,,38884375.0,ns,360
Means,ParSimd64,100000,,,39457167.0,ns,370
Means,ParSimd64,100000,,,42418250.0,ns,380
Means,ParSimd64,100000,,,43171375.0,ns,390
Means,ParSimd64,100000,,,44128292.0,ns,400
Means,ParSimd64,100000,,,44963875.0,ns,410
Means,ParSimd64,100000,,,45970583.0,ns,420
Means,ParSimd64,100000,,,48488166.0,ns,430
Means,ParSimd64,100000,,,48463083.0,ns,440
Means,ParSimd64,100000,,,50955083.0,ns,450
Means,ParSimd64,100000,,,50306292.0,ns,460
Means,ParSimd64,100000,,,51335125.0,ns,470
Means,ParSimd64,100000,,,52255625.0,ns,480
Means,ParSimd64,100000,,,55298584.0,ns,490
Means,ParSimd64,100000,,,56312333.0,ns,500
Means,ParSimd64,100000,,,55537375.0,ns,510
Means,ParSimd64,100000,,,57246750.0,ns,520
Means,ParSimd64,100000,,,57589084.0,ns,530
Means,ParSimd64,100000,,,59168708.0,ns,540
Means,ParSimd64,100000,,,59175958.0,ns,550
Means,ParSimd64,100000,,,63789792.0,ns,560
Means,ParSimd64,100000,,,62438417.0,ns,570
Means,ParSimd64,100000,,,63910417.0,ns,580
Means,ParSimd64,100000,,,65005125.0,ns,590
Means,ParSimd64,100000,,,65809417.0,ns,600
Means,ParSimd64,100000,,,67224250.0,ns,610
Means,ParSimd64,100000,,,68464958.0,ns,620
Means,ParSimd64,100000,,,69770541.0,ns,630
Means,ParSimd64,100000,,,70751333.0,ns,640
Means,ParSimd64,100000,,,70979333.0,ns,650
Means,ParSimd64,100000,,,73211583.0,ns,660
Means,ParSimd64,100000,,,74441416.0,ns,670
Means,ParSimd64,100000,,,73667958.0,ns,680
Means,ParSimd64,100000,,,74389083.0,ns,690
Means,ParSimd64,100000,,,74874709.0,ns,700
Means,ParSimd64,100000,,,80014708.0,ns,710
Means,ParSimd64,100000,,,80755292.0,ns,720
Means,ParSimd64,100000,,,82525959.0,ns,730
Means,ParSimd64,100000,,,82298542.0,ns,740
Means,ParSimd64,100000,,,82405250.0,ns,750
Means,ParSimd64,100000,,,85952167.0,ns,760
Means,ParSimd64,100000,,,85827750.0,ns,770
Means,ParSimd64,100000,,,86708958.0,ns,780
Means,ParSimd64,100000,,,88681084.0,ns,790
Means,ParSimd64,100000,,,87829958.0,ns,800
Means,ParSimd64,100000,,,90368917.0,ns,810
Means,ParSimd64,100000,,,91556709.0,ns,820
Means,ParSimd64,100000,,,92581917.0,ns,830
Means,ParSimd64,100000,,,92047500.0,ns,840
Means,ParSimd64,100000,,,92545541.0,ns,850
Means,ParSimd64,100000,,,93606625.0,ns,860
Means,ParSimd64,100000,,,94842625.0,ns,870
Means,ParSimd64,100000,,,98329083.0,ns,880
Means,ParSimd64,100000,,,95999875.0,ns,890
Means,ParSimd64,100000,,,98538667.0,ns,900
Means,ParSimd64,100000,,,99429417.0,ns,910
Means,ParSimd64,100000,,,99446792.0,ns,920
Means,ParSimd64,100000,,,99171417.0,ns,930
Means,ParSimd64,100000,,,103545375.0,ns,940
Means,ParSimd64,100000,,,107266792.0,ns,950
Means,ParSimd64,100000,,,108571500.0,ns,960
Means,ParSimd64,100000,,,107869166.0,ns,970
Means,ParSimd64,100000,,,109806250.0,ns,980
Means,ParSimd64,100000,,,110683500.0,ns,990
Means,ParSimd64,100000,,,113384416.0,ns,1000
Means,ParSimd64,1000000,,,891083.0,ns,6
Means,ParSimd64,1000000,,,2279083.0,ns,12
Means,ParSimd64,1000000,,,3413042.0,ns,18
Means,ParSimd64,1000000,,,3673125.0,ns,24
Means,ParSimd64,1000000,,,4716750.0,ns,30
Means,ParSimd64,1000000,,,6277083.0,ns,36
Means,ParSimd64,1000000,,,6921583.0,ns,42
Means,ParSimd64,1000000,,,7590667.0,ns,48
Means,ParSimd64,1000000,,,8775708.0,ns,54
Means,ParSimd64,1000000,,,9304792.0,ns,60
Means,ParSimd64,1000000,,,10470917.0,ns,66
Means,ParSimd64,1000000,,,12189667.0,ns,72
Means,ParSimd64,1000000,,,13326000.0,ns,78
Means,ParSimd64,1000000,,,13618750.0,ns,84
Means,ParSimd64,1000000,,,14634209.0,ns,90
Means,ParSimd64,1000000,,,16206500.0,ns,96
Means,ParSimd64,1000000,,,17194375.0,ns,102
Means,ParSimd64,1000000,,,17912125.0,ns,108
Means,ParSimd64,1000000,,,18124250.0,ns,114
Means,ParSimd64,1000000,,,19979333.0,ns,120
Means,ParSimd64,1000000,,,21480166.0,ns,126
Means,ParSimd64,1000000,,,22735417.0,ns,132
Means,ParSimd64,1000000,,,23732917.0,ns,138
Means,ParSimd64,1000000,,,24790458.0,ns,144
Means,ParSimd64,1000000,,,24529334.0,ns,150
Means,ParSimd64,1000000,,,26259917.0,ns,156
Means,ParSimd64,1000000,,,27704292.0,ns,162
Means,ParSimd64,1000000,,,28286208.0,ns,168
Means,ParSimd64,1000000,,,28044625.0,ns,174
Means,ParSimd64,1000000,,,31077583.0,ns,180
Means,ParSimd64,1000000,,,31416000.0,ns,186
Means,ParSimd64,1000000,,,31630000.0,ns,192
Means,ParSimd64,1000000,,,32422083.0,ns,198
Means,ParSimd64,1000000,,,35373250.0,ns,204
Means,ParSimd64,1000000,,,36918709.0,ns,210
Means,ParSimd64,1000000,,,37201417.0,ns,216
Means,ParSimd64,1000000,,,36798667.0,ns,222
Means,ParSimd64,1000000,,,39887208.0,ns,228
Means,ParSimd64,1000000,,,40540459.0,ns,234
Means,ParSimd64,1000000,,,40308458.0,ns,240
Means,ParSimd64,1000000,,,41853500.0,ns,246
Means,ParSimd64,1000000,,,41103250.0,ns,252
Means,ParSimd64,1000000,,,42916958.0,ns,258
Means,ParSimd64,1000000,,,46146250.0,ns,264
Means,ParSimd64,1000000,,,47321084.0,ns,270
Means,ParSimd64,1000000,,,47024667.0,ns,276
Means,ParSimd64,1000000,,,49170084.0,ns,282
Means,ParSimd64,1000000,,,48662083.0,ns,288
Means,ParSimd64,1000000,,,52832958.0,ns,294
Means,ParSimd64,1000000,,,52119334.0,ns,300
Means,ParSimd64,1000000,,,53081500.0,ns,306
Means,ParSimd64,1000000,,,53844750.0,ns,312
Means,ParSimd64,1000000,,,52180125.0,ns,318
Means,ParSimd64,1000000,,,53866792.0,ns,324
Means,ParSimd64,1000000,,,55472417.0,ns,330
Means,ParSimd64,1000000,,,57186458.0,ns,336
Means,ParSimd64,1000000,,,59408625.0,ns,342
Means,ParSimd64,1000000,,,58835417.0,ns,348
Means,ParSimd64,1000000,,,59110209.0,ns,354
Means,ParSimd64,1000000,,,61150667.0,ns,360
Means,ParSimd64,1000000,,,63001209.0,ns,366
Means,ParSimd64,1000000,,,64387375.0,ns,372
Means,ParSimd64,1000000,,,64083500.0,ns,378
Means,ParSimd64,1000000,,,63460833.0,ns,384
Means,ParSimd64,1000000,,,65411167.0,ns,390
Means,ParSimd64,1000000,,,66778042.0,ns,396
Means,ParSimd64,1000000,,,67789125.0,ns,402
Means,ParSimd64,1000000,,,68665125.0,ns,408
Means,ParSimd64,1000000,,,69885667.0,ns,414
Means,ParSimd64,1000000,,,73270166.0,ns,420
Means,ParSimd64,1000000,,,70285458.0,ns,426
Means,ParSimd64,1000000,,,70525416.0,ns,432
Means,ParSimd64,1000000,,,72730500.0,ns,438
Means,ParSimd64,1000000,,,74809167.0,ns,444
Means,ParSimd64,1000000,,,77248291.0,ns,450
Means,ParSimd64,1000000,,,77140709.0,ns,456
Means,ParSimd64,1000000,,,80088083.0,ns,462
Means,ParSimd64,1000000,,,82148500.0,ns,468
Means,ParSimd64,1000000,,,83755250.0,ns,474
Means,ParSimd64,1000000,,,80997625.0,ns,480
Means,ParSimd64,1000000,,,85469583.0,ns,486
Means,ParSimd64,1000000,,,84952417.0,ns,492
Means,ParSimd64,1000000,,,81702375.0,ns,498
Means,ParSimd64,1000000,,,84939875.0,ns,504
Means,ParSimd64,1000000,,,85784042.0,ns,510
Means,ParSimd64,1000000,,,90357333.0,ns,516
Means,ParSimd64,1000000,,,87799167.0,ns,522
Means,ParSimd64,1000000,,,91470625.0,ns,528
Means,ParSimd64,1000000,,,91315417.0,ns,534
Means,ParSimd64,1000000,,,90487417.0,ns,540
Means,ParSimd64,1000000,,,92856834.0,ns,546
Means,ParSimd64,1000000,,,94478625.0,ns,552
Means,ParSimd64,1000000,,,93705291.0,ns,558
Means,ParSimd64,1000000,,,94672625.0,ns,564
Means,ParSimd64,1000000,,,94367000.0,ns,570
Means,ParSimd64,1000000,,,96358084.0,ns,576
Means,ParSimd64,1000000,,,98871792.0,ns,582
Means,ParSimd64,1000000,,,98055167.0,ns,588
Means,ParSimd64,1000000,,,97941792.0,ns,594
Means,ParSimd64,1000000,,,98802541.0,ns,600
Means,ParSimd64,10000000,,,1321792.0,ns,3
Means,ParSimd64,10000000,,,2656750.0,ns,6
Means,ParSimd64,10000000,,,3781709.0,ns,9
Means,ParSimd64,10000000,,,5358417.0,ns,12
Means,ParSimd64,10000000,,,6666333.0,ns,15
Means,ParSimd64,10000000,,,8252834.0,ns,18
Means,ParSimd64,10000000,,,9212417.0,ns,21
Means,ParSimd64,10000000,,,10565834.0,ns,24
Means,ParSimd64,10000000,,,11851083.0,ns,27
Means,ParSimd64,10000000,,,13103459.0,ns,30
Means,ParSimd64,10000000,,,15170334.0,ns,33
Means,ParSimd64,10000000,,,16890375.0,ns,36
Means,ParSimd64,10000000,,,19596459.0,ns,39
Means,ParSimd64,10000000,,,17657750.0,ns,42
Means,ParSimd64,10000000,,,19660125.0,ns,45
Means,ParSimd64,10000000,,,21329666.0,ns,48
Means,ParSimd64,10000000,,,23402709.0,ns,51
Means,ParSimd64,10000000,,,24410500.0,ns,54
Means,ParSimd64,10000000,,,25671750.0,ns,57
Means,ParSimd64,10000000,,,26320375.0,ns,60
Means,ParSimd64,10000000,,,29162167.0,ns,63
Means,ParSimd64,10000000,,,27270625.0,ns,66
Means,ParSimd64,10000000,,,31245333.0,ns,69
Means,ParSimd64,10000000,,,32217209.0,ns,72
Means,ParSimd64,10000000,,,35449417.0,ns,75
Means,ParSimd64,10000000,,,36422041.0,ns,78
Means,ParSimd64,10000000,,,37716708.0,ns,81
Means,ParSimd64,10000000,,,36965708.0,ns,84
Means,ParSimd64,10000000,,,38556000.0,ns,87
Means,ParSimd64,10000000,,,40458834.0,ns,90
Means,ParSimd64,10000000,,,39940458.0,ns,93
Means,ParSimd64,10000000,,,44665292.0,ns,96
Means,ParSimd64,10000000,,,46805625.0,ns,99
Means,ParSimd64,10000000,,,47108125.0,ns,102
Means,ParSimd64,10000000,,,46843666.0,ns,105
Means,ParSimd64,10000000,,,50625666.0,ns,108
Means,ParSimd64,10000000,,,51144375.0,ns,111
Means,ParSimd64,10000000,,,50455375.0,ns,114
Means,ParSimd64,10000000,,,53522667.0,ns,117
Means,ParSimd64,10000000,,,53322083.0,ns,120
Means,ParSimd64,10000000,,,56258916.0,ns,123
Means,ParSimd64,10000000,,,59408916.0,ns,126
Means,ParSimd64,10000000,,,59635666.0,ns,129
Means,ParSimd64,10000000,,,59044166.0,ns,132
Means,ParSimd64,10000000,,,60249834.0,ns,135
Means,ParSimd64,10000000,,,58685417.0,ns,138
Means,ParSimd64,10000000,,,60901292.0,ns,141
Means,ParSimd64,10000000,,,65085000.0,ns,144
Means,ParSimd64,10000000,,,66209250.0,ns,147
Means,ParSimd64,10000000,,,66591833.0,ns,150
Means,ParSimd64,10000000,,,66982959.0,ns,153
Means,ParSimd64,10000000,,,69654375.0,ns,156
Means,ParSimd64,10000000,,,70200750.0,ns,159
Means,ParSimd64,10000000,,,72109750.0,ns,162
Means,ParSimd64,10000000,,,77047167.0,ns,165
Means,ParSimd64,10000000,,,76070417.0,ns,168
Means,ParSimd64,10000000,,,77539750.0,ns,171
Means,ParSimd64,10000000,,,77150250.0,ns,174
Means,ParSimd64,10000000,,,78683125.0,ns,177
