theta_h,expectation
0.0,1.0168885899596067
0.1,1.0038748336672971
0.2,0.9561588556424929
0.3,0.9596643467379465
0.4,0.839467630327344
0.5,0.8118590711547804
0.6,0.5464099544570664
0.7,0.455185839969086
0.8,0.19469376775026115
1.0,0.013018321146103315
1.5707,0.010163339885627119
